W1459.bam	100	6711.1
W1460.bam	100	5634.5
W1461.bam	100	6751.5
W1462.bam	100	5197
W1463.bam	99.6	5774.9
W1464.bam	99.7	6037.9
W1465.bam	99.7	4388.2
W1466.bam	100	6121.5
W1467.bam	98.4	4560.9
W1468.bam	98.1	3477.9
W1469.bam	99.2	5266.6
W1470.bam	99.8	5452.3
W1471.bam	99.4	4783.6
W1472.bam	100	5110.2
W1474.bam	98.4	5125.3
W1475.bam	98.4	5345
W1476.bam	100	4430.1
W1477.bam	100	4677.8
W1478.bam	100	5417.6
W1479.bam	100	5557.6
W1480.bam	97.9	3362.2
W1481.bam	100	5293.8
W1482.bam	100	5154.7
W1483.bam	100	3954
W1484.bam	100	5675.3
W1485.bam	98.4	2909.6
W1486.bam	99	618.1
W1488.bam	100	4651.2
W1489.bam	100	5120.6
W1490.bam	100	6321.5
W1491.bam	99.5	4803.5
W1492.bam	100	4831.3
W1493.bam	100	6182
W1494.bam	99.1	5643.4
W1495.bam	99.8	5569.6
W1496.bam	100	5744
W1497.bam	100	5457.6
W1498.bam	100	6283.3
W1499.bam	99	5386.8
W1500.bam	98.4	5095.6
W1501.bam	100	5619
W1502.bam	99.8	5945
W1503.bam	90.2	1644.4
W1505.bam	100	1305.9
W1507.bam	100	1293.1
W1517.bam	97.4	3541
W1522.bam	95	2483.1
W1525.bam	97.9	3222.9
W1529.bam	98.1	3407.8
W1530.bam	97.8	3400.9
W1531.bam	97.7	3192.7
W1537.bam	97.9	3167
W1538.bam	98.2	2700.2
W1540.bam	97.7	2978.3
W1564.bam	98.3	3230
W1568.bam	97.7	3486.5
W1580.bam	98.7	2862.7
W1586.bam	98.7	2735.4
W1614.bam	97.4	3367.2
W1630.bam	98	3028.2
W1633.bam	96.2	4056.7
W1638.bam	97.5	3111.3
W1647.bam	98.9	3243.9
W1648.bam	98.7	2890.1
W1656.bam	97.4	3387.1
W1668.bam	97.4	3798.4
W1670.bam	96.5	3694.6
W1685.bam	97.7	4226.3
W1688.bam	69.4	3013.5
W1702.bam	96.4	4232
W1705.bam	97.4	3657.8
W824_L1.sorted.bam	99.2746	6060.01
W825_L1.sorted.bam	99.2746	5615.95
W826_L1_L2.sorted.bam	89.7452	1824.97
W827_L1_L2.sorted.bam	96.2463	5749.02
W828_L1_L2.sorted.bam	95.9833	5204.15
W829_L1_L2.sorted.bam	93.9704	5031.84
W830_L1.sorted.bam	99.5194	2897.05
W1383.bam	98.0	3265.7
W1384.bam	100.0	2619.4
W1385.bam	100.0	2548.7
W1386.bam	100.0	2201.0
W1387.bam	99.4	2416.4
W1388.bam	100.0	2798.9
W1389.bam	99.0	2640.7
W1390.bam	93.2	2425.0
W1391.bam	100.0	1953.4
W1392.bam	100.0	1389.0
W1393.bam	95.7	222.6
W1394.bam	100.0	1930.8
W1395.bam	100.0	2331.3
W1396.bam	99.9	430.0
W1397.bam	100.0	1824.1
W1398.bam	100.0	2490.6
W1399.bam	98.4	2065.4
W1400.bam	100.0	2588.2
W1401.bam	100.0	2586.2
W1403.bam	95.4	50.9
W1404.bam	92.4	1733.6
W1407.bam	96.9	1623.1
W1408.bam	100.0	2673.0
W1409.bam	100.0	2518.8
W1411.bam	99.5	3603.9
W1412.bam	100.0	2146.5
W1413.bam	100.0	1315.0
W1414.bam	98.8	716.5
W1415.bam	99.5	1058.6
W1417.bam	99.7	2359.1
W1418.bam	98.0	1692.9
W1419.bam	98.0	1060.2
W1420.bam	99.7	1584.0
W1421.bam	98.0	984.1
W1422.bam	98.8	1471.4
W1423.bam	98.0	2144.6
W1424.bam	98.0	1175.8
W1425.bam	98.0	1990.6
W1426.bam	97.9	1243.6
W1427.bam	98.0	1760.0
W1428.bam	98.0	1403.6
W1429.bam	98.0	756.1
W1430.bam	99.5	1819.2
W1431.bam	99.0	1473.5
W1432.bam	98.0	1485.6
W1433.bam	99.5	1603.3
W1434.bam	99.5	1737.4
W1435.bam	99.9	1343.3
W1436.bam	99.5	1884.7
W1437.bam	98.0	1007.7
W1438.bam	98.0	1476.6
W1439.bam	99.4	731.6
W1440.bam	98.0	535.0
W1441.bam	99.5	1466.2
W1442.bam	98.0	492.8
W1443.bam	100.0	4261.1
W1444.bam	100.0	4421.0
W1445.bam	100.0	4293.9
W1446.bam	99.1	5014.5
W1447.bam	100.0	4538.7
W1448.bam	98.7	4756.1
W1449.bam	99.6	3912.3
W1450.bam	94.6	3393.0
W1451.bam	98.0	3364.4
W1452.bam	98.2	3816.2
W1453.bam	100.0	3564.5
W1454.bam	100.0	4171.6
W1455.bam	98.2	3712.6
W1456.bam	99.3	3491.5
W1457.bam	98.0	3454.4
W1458.bam	100.0	5470.1
W1459.bam	100.0	5453.9
W1460.bam	99.2	5145.5
W1461.bam	100.0	5564.2
W1462.bam	100.0	4439.2
W1463.bam	98.3	5074.5
W1464.bam	95.1	5033.4
W1465.bam	99.0	3837.2
W1466.bam	100.0	5053.3
W1467.bam	98.2	3838.2
W1468.bam	96.6	3127.6
W1469.bam	98.9	4342.7
W1470.bam	99.7	4546.2
W1471.bam	99.3	4170.4
W1472.bam	100.0	4117.7
W1474.bam	98.2	4549.7
W1475.bam	98.5	4499.2
W1476.bam	100.0	3824.4
W1477.bam	100.0	4164.0
W1478.bam	100.0	4568.2
W1479.bam	100.0	4866.6
W1480.bam	92.6	3020.8
W1481.bam	99.5	4378.4
W1482.bam	100.0	4482.0
W1483.bam	100.0	3080.2
W1484.bam	99.7	4496.3
W1485.bam	98.0	2423.0
W1486.bam	98.0	379.5
W1488.bam	99.8	3836.9
W1489.bam	100.0	4329.8
W1490.bam	100.0	5420.8
W1491.bam	97.7	4197.4
W1492.bam	100.0	4283.9
W1493.bam	100.0	5321.3
W1494.bam	99.1	4761.3
W1495.bam	100.0	4928.3
W1496.bam	100.0	4694.4
W1497.bam	99.7	4644.8
W1498.bam	100.0	5310.1
W1499.bam	98.2	4408.8
W1500.bam	98.0	4630.1
W1501.bam	100.0	4941.7
W1502.bam	98.9	4910.7
