SampleID,Date,Country,State,County,Host,Genotype,Date
KJ501388,2002-08-30,United States,NE,Unknown,Bird-other,WN02,NA
KJ501389,2003-08-06,United States,SD,Unknown,Bird-other,SW03,NA
KJ501390,2003-08-06,United States,SD,Unknown,Bird-other,WN02,NA
KJ501391,2003-08-06,United States,SD,Unknown,Bird-other,SW03,NA
KJ501392,2003-07-19,United States,SD,Unknown,Bird-other,SW03,NA
KJ501393,2001-09-14,United States,VA,Unknown,Bird-crow,NY99,NA
KJ501394,2001-09-13,United States,VA,Unknown,Bird-crow,NY99,NA
KJ501395,2001-10-04,United States,VA,Arlington,Bird-crow,NY99,NA
KJ501396,2003-08-28,United States,VA,Unknown,Bird-crow,WN02,NA
KJ501397,2002-08-23,United States,AL,Madison,Bird-other,WN02,NA
KJ501398,2004-09-30,United States,CA,Unknown,Bird-other,SW03,NA
KJ501399,2002-07-31,United States,DC,District-Of-Columbia,Bird-other,WN02,NA
KJ501400,2002-08-14,United States,DC,District-Of-Columbia,Bird-other,WN02,NA
KJ501401,2001-10-02,United States,IL,Unknown,Bird-crow,WN02,NA
KJ501402,2004-10-15,United States,MN,Unknown,Bird-other,WN02,NA
KJ501403,2005-08-09,United States,MN,Unknown,Bird-other,WN02,NA
KJ501404,2005-07-28,United States,MN,Unknown,Bird-other,SW03,NA
KJ501405,2006-07-19,United States,MN,Unknown,Bird-other,WN02,NA
KJ501406,2006-07-27,United States,MN,Unknown,Bird-other,WN02,NA
KJ501407,2006-07-27,United States,MN,Unknown,Bird-other,WN02,NA
KJ501408,2006-07-27,United States,MN,Unknown,Bird-other,WN02,NA
KJ501409,2006-07-28,United States,MN,Unknown,Bird-other,SW03,NA
KJ501410,2006-08-17,United States,MN,Unknown,Bird-other,WN02,NA
KJ501411,2008-08-12,United States,NE,Unknown,Bird-other,WN02,NA
KJ501412,2008-08-12,United States,NE,Unknown,Bird-other,WN02,NA
KJ501413,2004-10-15,United States,NC,Unknown,Bird-crow,WN02,NA
KJ501414,2005-08-25,United States,NC,Unknown,Bird-other,WN02,NA
KJ501415,2006-07-26,United States,NC,Unknown,Bird-other,WN02,NA
KJ501416,2006-09-07,United States,NC,Unknown,Bird-other,SW03,NA
KJ501417,2006-07-26,United States,NC,Unknown,Bird-other,WN02,NA
KJ501418,2008-12-04,United States,NC,Unknown,Bird-other,SW03,NA
KJ501419,2004-08-06,United States,SD,Unknown,Bird-other,SW03,NA
KJ501420,2004-08-06,United States,SD,Unknown,Bird-other,SW03,NA
KJ501421,2004-08-06,United States,SD,Unknown,Bird-other,WN02,NA
KJ501422,2004-08-06,United States,SD,Unknown,Bird-other,WN02,NA
KJ501423,2004-08-06,United States,SD,Unknown,Bird-other,WN02,NA
KJ501424,2007-08-03,United States,SD,Unknown,Bird-other,SW03,NA
KJ501425,2007-08-03,United States,SD,Unknown,Bird-other,WN02,NA
KJ501426,2002-07-19,United States,TX,Unknown,Bird-crow,WN02,NA
KJ501427,2002-09-11,United States,TX,Unknown,Bird-other,WN02,NA
KJ501428,2006-08-15,United States,WI,Unknown,Bird-other,SW03,NA
KJ501429,2006-08-16,United States,WI,Unknown,Bird-other,SW03,NA
KJ501430,2006-08-16,United States,WI,Unknown,Bird-other,SW03,NA
KJ501431,2006-08-16,United States,WI,Unknown,Bird-other,SW03,NA
KJ501432,2012-08-29,United States,MA,Unknown,Bird-crow,WN02,NA
KJ501434,2012-07-30,United States,MT,Unknown,Bird-other,WN02,NA
KJ501435,2012-08-13,United States,SD,Unknown,Bird-other,WN02,NA
KJ501437,2012-08-28,United States,WI,Unknown,Bird-crow,WN02,NA
KJ501438,2010-05-18,United States,AZ,Unknown,Bird-other,WN02,NA
KJ501439,2001-10-12,United States,MO,Unknown,Bird-crow,WN02,NA
KJ501440,2008-07-30,United States,SD,Day,Bird-other,WN02,NA
KJ501441,2008-10-01,United States,SD,Pennington,Bird-other,WN02,NA
KJ501442,2010-05-19,United States,AZ,Maricopa,Bird-other,WN02,NA
KJ501443,2001-10-19,United States,IL,Will,Bird-crow,NY99,NA
KJ501445,2001-10-02,United States,NJ,Unknown,Bird-crow,NY99,NA
KJ501446,2003-09-16,United States,NJ,Unknown,Bird-other,WN02,NA
KJ501447,2003-07-09,United States,NC,Unknown,Bird-crow,WN02,NA
KJ501448,2001-01-01,United States,OH,Unknown,Bird-crow,WN02,NA
KJ501449,2002-08-26,United States,PA,Unknown,Bird-other,WN02,NA
KJ501450,2002-08-27,United States,PA,Unknown,Bird-crow,NY99,NA
KJ501451,2003-08-28,United States,PA,Unknown,Bird-crow,WN02,NA
KJ501452,2001-11-09,United States,WI,Unknown,Bird-crow,WN02,NA
KJ501453,2001-10-05,United States,WI,Racine,Bird-crow,WN02,NA
KJ501454,2001-10-05,United States,WI,Dane,Bird-crow,WN02,NA
KJ501455,2001-09-14,United States,AL,Montgomery,Bird-other,NY99,NA
KJ501456,2003-08-19,United States,MD,Unknown,Bird-crow,WN02,NA
KJ501457,2003-09-26,United States,MA,Unknown,Bird-crow,WN02,NA
KJ501458,2002-08-30,United States,MO,Unknown,Bird-other,WN02,NA
KJ501459,2003-08-01,United States,OK,Payne,Bird-crow,WN02,NA
KJ501460,2003-09-11,United States,DC,District-Of-Columbia,Bird-other,WN02,NA
KJ501461,2005-09-01,United States,MT,Phillips,Bird-other,WN02,NA
KJ501462,2002-09-12,United States,UT,Weber,Bird-other,SW03,NA
KJ501463,2002-08-09,United States,KS,Unknown,Bird-crow,WN02,NA
KJ501464,2002-09-16,United States,MD,Unknown,Bird-other,WN02,NA
KJ501465,2001-08-24,United States,MI,Oakland,Bird-crow,NY99,NA
KJ501466,2002-09-20,United States,MI,Lapeer,Bird-other,WN02,NA
KJ501467,2002-09-27,United States,MI,Wayne,Bird-other,WN02,NA
KJ501468,2001-09-27,United States,MS,Adams,Bird-other,NY99,NA
KJ501469,2003-08-15,United States,NE,Knox,Bird-other,WN02,NA
KJ501470,2003-08-05,United States,SD,Day,Bird-other,WN02,NA
KJ501471,2005-08-12,United States,AZ,Coconino,Bird-other,SW03,NA
KJ501472,2003-08-15,United States,GA,Unknown,Bird-crow,WN02,NA
KJ501473,2001-09-27,United States,IL,Dupage,Bird-crow,NY99,NA
KJ501474,2002-09-27,United States,IA,Kossuth,Bird-other,WN02,NA
KJ501475,2002-08-23,United States,KS,Unknown,Bird-other,WN02,NA
KJ501476,2002-08-30,United States,KS,Unknown,Bird-other,WN02,NA
KJ501477,2003-08-12,United States,KS,Unknown,Bird-crow,WN02,NA
KJ501478,2003-08-14,United States,KS,Unknown,Bird-other,SW03,NA
KJ501479,2002-09-04,United States,KY,Boone,Bird-other,WN02,NA
KJ501480,2001-09-13,United States,MD,Anne-Arundel,Bird-crow,NY99,NA
KJ501481,2002-09-04,United States,MI,Unknown,Bird-crow,WN02,NA
KJ501482,2002-07-17,United States,NE,Unknown,Bird-other,WN02,NA
KJ501483,2002-07-30,United States,NE,Unknown,Bird-other,WN02,NA
KJ501484,2002-08-30,United States,NE,Unknown,Bird-crow,WN02,NA
KJ501485,2006-07-18,United States,NV,Churchill,Bird-other,SW03,NA
KJ501486,2001-09-17,United States,NJ,Mercer,Bird-other,NY99,NA
KJ501487,2005-09-02,United States,NC,Unknown,Bird-crow,WN02,NA
KJ501488,2003-07-23,United States,ND,Stutsman,Bird-other,WN02,NA
KJ501489,2002-07-30,United States,VA,Unknown,Bird-crow,NY99,NA
KJ501490,2002-08-06,United States,VA,Unknown,Bird-crow,WN02,NA
KJ501491,2002-08-13,United States,VA,Unknown,Bird-crow,WN02,NA
KJ501492,2005-08-12,United States,WI,Unknown,Bird-other,NY99,NA
KJ501493,2001-10-02,United States,DC,District-Of-Columbia,Bird-other,NY99,NA
KJ501494,2001-09-18,United States,DC,District-Of-Columbia,Bird-crow,NY99,NA
KJ501495,2002-08-13,United States,DC,District-Of-Columbia,Bird-other,WN02,NA
KJ501496,2001-10-10,United States,IL,Cook,Bird-other,WN02,NA
KJ501497,2001-10-17,United States,IL,Unknown,Bird-other,WN02,NA
KJ501498,2003-08-22,United States,MD,Unknown,Bird-other,WN02,NA
KJ501499,2003-10-02,United States,MD,Prince-George's,Bird-other,WN02,NA
KJ501500,2009-12-22,United States,MD,Talbot,Bird-other,WN02,NA
KJ501501,2002-08-16,United States,MO,Unknown,Bird-crow,WN02,NA
KJ501502,2002-09-04,United States,MT,Unknown,Bird-crow,WN02,NA
KJ501503,2002-07-25,United States,NC,Unknown,Bird-other,WN02,NA
KJ501504,2003-08-13,United States,ND,Burleigh,Bird-other,WN02,NA
KJ501505,2002-07-17,United States,OK,Unknown,Bird-crow,WN02,NA
KJ501506,2003-09-30,United States,OK,Payne,Bird-crow,WN02,NA
KJ501507,2001-08-30,United States,SD,Bennett,Bird-other,WN02,NA
KJ501508,2003-07-31,United States,TX,Unknown,Bird-other,WN02,NA
KJ501509,2001-11-09,United States,WI,Milwaukee,Bird-other,WN02,NA
KJ501510,2002-08-02,United States,AR,Unknown,Bird-other,WN02,NA
KJ501511,2002-08-02,United States,AR,Unknown,Bird-other,WN02,NA
KJ501512,2001-10-02,United States,GA,Fulton,Bird-crow,NY99,NA
KJ501514,2002-10-02,United States,GA,Unknown,Bird-crow,WN02,NA
KJ501515,2001-10-31,United States,NJ,Middlesex,Bird-other,NY99,NA
KJ501516,2001-09-20,United States,OH,Wood,Bird-crow,NY99,NA
KJ501517,2002-08-15,United States,OH,Unknown,Bird-crow,WN02,NA
KJ501518,2007-07-27,United States,MT,Phillips,Bird-other,SW03,NA
KJ501519,2002-08-13,United States,VA,Unknown,Bird-crow,WN02,NA
KJ501520,2004-10-15,United States,MN,Unknown,Bird-other,WN02,NA
KJ501521,2006-07-18,United States,NV,Unknown,Bird-other,SW03,NA
KJ501522,2004-07-30,United States,NC,Unknown,Bird-other,SW03,NA
KJ501523,2006-07-25,United States,NC,Unknown,Bird-other,WN02,NA
KJ501524,2006-09-07,United States,NC,Unknown,Bird-other,WN02,NA
KJ501525,2004-08-06,United States,SD,Unknown,Bird-other,WN02,NA
KJ501526,2006-07-17,United States,SD,Unknown,Bird-other,SW03,NA
KJ501527,2003-08-04,United States,TX,Unknown,Bird-crow,WN02,NA
KJ501529,2006-08-16,United States,WI,Unknown,Bird-other,SW03,NA
KJ501530,2012-09-27,United States,PA,Unknown,Bird-other,WN02,NA
KJ501531,2012-08-07,United States,NY,Unknown,Mosquito-Culex,WN02,NA
KJ501532,2012-08-21,United States,NY,Unknown,Mosquito-Culex,WN02,NA
KJ501533,2012-08-24,United States,NY,Unknown,Mosquito-Culex,WN02,NA
KJ501534,2011-08-25,United States,NY,Unknown,Mosquito-Culex,WN02,NA
KJ501535,2011-09-27,United States,NY,Unknown,Mosquito-Culex,WN02,NA
KJ501536,2011-08-26,United States,NY,Unknown,Mosquito-Culex,WN02,NA
KJ501537,2011-07-27,United States,NY,Unknown,Mosquito-Culex,WN02,NA
KJ501538,2011-07-26,United States,NY,Unknown,Mosquito-Culex,WN02,NA
KJ501539,2011-09-23,United States,NY,Unknown,Mosquito-Culex,WN02,NA
KJ786934,2001-08-01,United States,NY,Unknown,Human,NY99,NA
KJ786935,2012-08-22,United States,TX,Harris,Bird-other,WN02,NA
KJ786936,2012-08-17,United States,TX,Harris,Bird-other,WN02,NA
KM012170,2012-08-01,United States,AZ,Unknown,Human,WN02,NA
KM012171,2012-08-01,United States,MS,Unknown,Human,WN02,NA
KM012172,2012-08-01,United States,TX,Unknown,Human,SW03,NA
KM012173,2012-08-01,United States,SD,Unknown,Human,WN02,NA
KM012174,2012-08-01,United States,AZ,Unknown,Human,WN02,NA
KM012175,2012-08-01,United States,CA,Unknown,Human,WN02,NA
KM012176,2012-08-01,United States,NC,Unknown,Human,WN02,NA
KM012177,2012-08-01,United States,WY,Unknown,Human,WN02,NA
KM012178,2012-08-01,United States,TX,Unknown,Human,WN02,NA
KM012179,2012-08-01,United States,SD,Unknown,Human,WN02,NA
KM012180,2012-08-01,United States,GA,Unknown,Human,WN02,NA
KM012181,2012-08-01,United States,LA,Unknown,Human,WN02,NA
KM012182,2012-08-01,United States,NM,Unknown,Human,WN02,NA
KM012183,2012-08-01,United States,TX,Unknown,Human,WN02,NA
KM012184,2012-08-01,United States,OH,Unknown,Human,WN02,NA
KM012185,2012-08-01,United States,NE,Unknown,Human,WN02,NA
KM012186,2012-08-01,United States,OH,Unknown,Human,WN02,NA
KM012187,2012-08-01,United States,NE,Unknown,Human,WN02,NA
KM012188,2012-08-01,United States,IL,Unknown,Human,WN02,NA
KR348915,2011-08-29,United States,CA,Contra-Costa,Mosquito-Culex,WN02,NA
KR348916,2008-08-18,United States,CA,Contra-Costa,Mosquito-Culex,WN02,NA
KR348917,2008-08-18,United States,CA,Contra-Costa,Mosquito-Culex,WN02,NA
KR348918,2011-03-10,United States,CA,Contra-Costa,Mosquito-Culex,WN02,NA
KR348919,2009-07-29,United States,CA,Contra-Costa,Mosquito-Culex,SW03,NA
KR348920,2009-03-08,United States,CA,Contra-Costa,Mosquito-Culex,WN02,NA
KR348921,2009-03-08,United States,CA,Contra-Costa,Mosquito-Culex,SW03,NA
KR348922,2009-08-18,United States,CA,Contra-Costa,Mosquito-Culex,SW03,NA
KR348923,2003-08-19,United States,CA,Imperial,Mosquito-Culex,WN02,NA
KR348924,2003-08-19,United States,CA,Imperial,Mosquito-Culex,WN02,NA
KR348925,2003-08-19,United States,CA,Imperial,Mosquito-Culex,WN02,NA
KR348926,2008-12-06,United States,CA,Riverside,Mosquito-Culex,SW03,NA
KR348927,2003-09-16,United States,CA,Imperial,Mosquito-Culex,WN02,NA
KR348928,2007-10-07,United States,CA,Riverside,Mosquito-Culex,SW03,NA
KR348929,2008-10-07,United States,CA,Riverside,Mosquito-Culex,SW03,NA
KR348930,2009-01-09,United States,CA,Riverside,Mosquito-Culex,SW03,NA
KR348931,2009-01-09,United States,CA,Riverside,Mosquito-Culex,SW03,NA
KR348932,2007-09-18,United States,CA,Riverside,Mosquito-Culex,SW03,NA
KR348933,2008-03-09,United States,CA,Riverside,Mosquito-Culex,SW03,NA
KR348934,2007-09-18,United States,CA,Riverside,Mosquito-Culex,SW03,NA
KR348935,2005-05-29,United States,CA,Riverside,Mosquito-Culex,WN02,NA
KR348936,2008-09-25,United States,CA,Riverside,Mosquito-Culex,WN02,NA
KR348937,2010-08-06,United States,CA,Riverside,Mosquito-Culex,SW03,NA
KR348938,2011-02-15,United States,CA,Riverside,Mosquito-Culex,SW03,NA
KR348939,2005-06-19,United States,CA,Riverside,Mosquito-Culex,WN02,NA
KR348940,2010-08-06,United States,CA,Riverside,Mosquito-Culex,SW03,NA
KR348941,2011-08-30,United States,CA,Riverside,Mosquito-Culex,SW03,NA
KR348942,2011-08-30,United States,CA,Riverside,Mosquito-Culex,SW03,NA
KR348943,2004-04-14,United States,CA,Riverside,Mosquito-Culex,WN02,NA
KR348944,2010-09-14,United States,CA,Riverside,Mosquito-Culex,SW03,NA
KR348945,2004-04-28,United States,CA,Riverside,Mosquito-Culex,WN02,NA
KR348946,2008-07-24,United States,CA,Los-Angeles,Mosquito-Culex,SW03,NA
KR348947,2007-09-18,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348948,2004-08-16,United States,CA,Riverside,Mosquito-Culex,SW03,NA
KR348949,2004-08-24,United States,CA,Riverside,Mosquito-Culex,WN02,NA
KR348950,2008-05-22,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348951,2004-05-17,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348952,2007-10-18,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348953,2008-09-25,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348954,2010-11-08,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348955,2007-05-12,United States,CA,Los-Angeles,Mosquito-Culex,SW03,NA
KR348956,2010-12-08,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348957,2010-12-08,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348958,2011-02-09,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348959,2011-02-09,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348960,2011-02-09,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348961,2011-02-09,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348962,2011-02-09,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348963,2011-02-09,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348964,2011-10-25,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348965,2011-10-26,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348966,2011-10-28,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348967,2011-11-17,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348968,2008-07-22,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348969,2011-06-24,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348970,2008-07-22,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348971,2011-06-30,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348972,2011-06-07,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348973,2011-06-07,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348974,2004-03-08,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR348975,2004-03-08,United States,CA,Los-Angeles,Mosquito-Culex,SW03,NA
KR348976,2011-07-18,United States,CA,Inyo,Mosquito-Culex,SW03,NA
KR348977,2011-08-15,United States,CA,Inyo,Mosquito-Culex,SW03,NA
KR348978,2008-06-27,United States,CA,Kern,Mosquito-Culex,SW03,NA
KR348979,2004-07-13,United States,CA,Kern,Mosquito-Culex,SW03,NA
KR348980,2011-01-09,United States,CA,Kern,Mosquito-Culex,WN02,NA
KR348981,2011-01-09,United States,CA,Kern,Mosquito-Culex,SW03,NA
KR348982,2011-01-09,United States,CA,Kern,Mosquito-Culex,WN02,NA
KR348983,2011-01-09,United States,CA,Kern,Mosquito-Culex,WN02,NA
KR348984,2011-01-09,United States,CA,Kern,Mosquito-Culex,WN02,NA
KR348985,2007-08-14,United States,CA,Kern,Mosquito-Culex,SW03,NA
KR348986,2007-08-14,United States,CA,Kern,Mosquito-Culex,SW03,NA
KR348987,2008-10-09,United States,CA,Kern,Mosquito-Culex,SW03,NA
KR348988,2008-12-09,United States,CA,Kern,Mosquito-Culex,SW03,NA
KR348989,2007-11-09,United States,CA,Kern,Mosquito-Culex,SW03,NA
KR348990,2007-09-13,United States,CA,Kern,Mosquito-Culex,SW03,NA
KR348991,2007-09-14,United States,CA,Kern,Mosquito-Culex,SW03,NA
KR348992,2006-09-22,United States,CA,Kern,Mosquito-Culex,SW03,NA
KR348993,2011-07-21,United States,CA,San-Bernardino,Mosquito-Culex,SW03,NA
KR348994,2005-08-24,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR348995,2005-08-23,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR348996,2004-08-10,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR348997,2005-06-29,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR348998,2008-06-27,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR348999,2005-07-18,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR349000,2008-07-25,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR349001,2011-01-09,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR349002,2011-01-09,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR349003,2011-01-09,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR349004,2011-01-09,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR349005,2011-01-09,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR349006,2011-01-09,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR349007,2005-07-15,United States,CA,Solano,Mosquito-Culex,WN02,NA
KR349008,2005-07-15,United States,CA,Yolo,Mosquito-Culex,WN02,NA
KR349009,2005-07-15,United States,CA,Solano,Mosquito-Culex,WN02,NA
KR349010,2005-07-26,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR349011,2005-07-28,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR349012,2005-07-28,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR349013,2007-09-25,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR349014,2008-08-26,United States,CA,Yolo,Mosquito-Culex,SW03,NA
KR349015,2004-11-08,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR349016,2004-08-13,United States,CA,Yolo,Mosquito-Culex,WN02,NA
KR349017,2007-07-25,United States,CA,Shasta,Mosquito-Culex,WN02,NA
KR349018,2007-07-26,United States,CA,Shasta,Mosquito-Culex,WN02,NA
KR349019,2009-08-25,United States,CA,Shasta,Mosquito-Culex,SW03,NA
KR349020,2011-02-09,United States,CA,Shasta,Mosquito-Culex,WN02,NA
KR349021,2011-01-09,United States,CA,Sacramento,Mosquito-Culex,WN02,NA
KR349022,2011-02-09,United States,CA,Los-Angeles,Mosquito-Culex,WN02,NA
KR349023,2004-08-13,United States,CA,Yolo,Mosquito-Culex,WN02,NA
KR349024,2003-08-19,United States,CA,Imperial,Mosquito-Culex,WN02,NA
KR349025,2007-07-25,United States,CA,Shasta,Mosquito-Culex,WN02,NA
KR349026,2011-09-13,United States,CA,Sutter,Mosquito-Culex,WN02,NA
KR868734,2012-08-22,United States,CO,Larimer,Mosquito-Culex,WN02,NA
KT020853,2014-09-01,United States,NE,Dundy,Human,WN02,NA
KT862843,2010-09-08,United States,TX,Harris,Bird-other,WN02,NA
KT862844,2011-08-29,United States,TX,Harris,Bird-crow,WN02,NA
KU978766,2008-07-15,Colombia,COL/ANT,Medellin,Bird-other,NY99,NA
KX547164,2006-09-08,United States,NY,Nassau,Mosquito-Culex,WN02,NA
KX547165,2005-09-10,United States,NY,Broome,Bird-other,WN02,NA
KX547166,2003-10-28,United States,NY,Greene,Horse,WN02,NA
KX547167,2013-09-04,United States,NY,Onondaga,Mosquito-Culiseta,WN02,NA
KX547168,2012-09-27,United States,NY,Albany,Bird-other,WN02,NA
KX547169,2015-09-02,United States,NY,Oswego,Mosquito-Culiseta,WN02,NA
KX547170,2003-09-23,United States,NY,Onondaga,Mosquito-Culiseta,WN02,NA
KX547171,2011-08-03,United States,NY,Oneida,Mosquito-Culiseta,WN02,NA
KX547172,2009-09-02,United States,NY,Greene,Bird-crow,WN02,NA
KX547173,2005-08-31,United States,NY,Orleans,Bird-crow,SW03,NA
KX547174,2013-07-16,United States,NY,Westchester,Mosquito-Culex,WN02,NA
KX547175,2008-07-10,United States,NY,Suffolk,Mosquito-Culex,WN02,NA
KX547176,2003-08-12,United States,NY,Westchester,Mosquito-Culex,WN02,NA
KX547177,2012-07-06,United States,NY,Rockland,Mosquito-Culex,WN02,NA
KX547178,2003-08-13,United States,NY,Suffolk,Mosquito-Culiseta,WN02,NA
KX547179,2002-08-08,United States,NY,Richmond,Bird-crow,NY99,NA
KX547180,2006-09-07,United States,NY,Oswego,Bird-crow,WN02,NA
KX547181,2003-09-24,United States,NY,Ulster,Bird-other,WN02,NA
KX547182,2002-09-11,United States,NY,Orange,Mosquito-Culex,WN02,NA
KX547183,2008-07-22,United States,NY,Westchester,Mosquito-Culex,WN02,NA
KX547184,2013-08-28,United States,NY,Onondaga,Mosquito-Culex,WN02,NA
KX547185,2012-09-06,United States,NY,Erie,Mosquito-Culex,WN02,NA
KX547186,2008-07-08,United States,NY,Nassau,Mosquito-Culex,WN02,NA
KX547187,2008-08-28,United States,NY,Albany,Bird-crow,SW03,NA
KX547188,2003-08-15,United States,NY,Broome,Mosquito-Culex,WN02,NA
KX547189,2002-08-09,United States,NY,Broome,Mosquito-Culex,WN02,NA
KX547190,2013-07-12,United States,NY,Nassau,Mosquito-Culex,WN02,NA
KX547191,2008-08-07,United States,NY,Dutchess,Mosquito-Culex,WN02,NA
KX547192,2011-08-24,United States,NY,Oneida,Mosquito-Culiseta,WN02,NA
KX547193,2005-10-07,United States,NY,Nassau,Mosquito-Culex,WN02,NA
KX547194,2002-09-21,United States,NY,New-York,Bird-crow,NY99,NA
KX547195,2007-09-19,United States,NY,Bronx,Bird-crow,WN02,NA
KX547196,2013-09-17,United States,NY,Nassau,Mosquito-Culex,WN02,NA
KX547197,2004-07-29,United States,NY,Ontario,Bird-crow,SW03,NA
KX547198,2012-08-28,United States,NY,Onondaga,Mosquito-Culiseta,WN02,NA
KX547199,2005-07-20,United States,NY,Suffolk,Mosquito-Culex,WN02,NA
KX547200,2012-08-16,United States,NY,Orange,Mosquito-Culex,WN02,NA
KX547201,2012-07-20,United States,NY,Nassau,Mosquito-Aedes,WN02,NA
KX547202,2004-09-26,United States,NY,Niagara,Bird-other,WN02,NA
KX547203,2001-10-04,United States,NY,Suffolk,Mosquito-Culex,NY99,NA
KX547204,2002-09-12,United States,NY,Washington,Bird-crow,WN02,NA
KX547205,2005-08-19,United States,NY,Rockland,Mosquito-Culex,WN02,NA
KX547206,2015-08-07,United States,NY,Chautauqua,Mosquito-Culiseta,WN02,NA
KX547207,2002-08-14,United States,NY,Fulton,Bird-crow,WN02,NA
KX547208,2007-07-02,United States,NY,Dutchess,Mosquito-Culex,WN02,NA
KX547209,2006-10-22,United States,NY,Montgomery,Bird-crow,WN02,NA
KX547210,2001-08-17,United States,NY,Nassau,Mosquito-Culex,NY99,NA
KX547211,2006-09-11,United States,NY,Putnam,Bird-crow,WN02,NA
KX547212,2003-09-30,United States,NY,Orange,Mosquito-Culex,WN02,NA
KX547213,2002-09-13,United States,NY,Ulster,Bird-other,WN02,NA
KX547214,2009-09-10,United States,NY,Chautauqua,Bird-crow,WN02,NA
KX547215,2006-08-22,United States,NY,Niagara,Mosquito-Culex,WN02,NA
KX547216,2011-09-16,United States,NY,Rockland,Mosquito-Culex,WN02,NA
KX547217,2005-09-29,United States,NY,Kings,Bird-other,WN02,NA
KX547218,2003-08-14,United States,NY,Monroe,Mosquito-Culex,WN02,NA
KX547219,2007-08-30,United States,NY,Dutchess,Mosquito-Culex,WN02,NA
KX547220,2011-08-18,United States,NY,Suffolk,Mosquito-other,WN02,NA
KX547221,2014-09-23,United States,NY,Nassau,Mosquito-Culex,WN02,NA
KX547222,2012-07-06,United States,NY,Nassau,Mosquito-Aedes,WN02,NA
KX547223,2005-09-16,United States,NY,Queens,Bird-crow,WN02,NA
KX547224,2006-09-08,United States,NY,Rockland,Mosquito-Culex,WN02,NA
KX547225,2010-09-17,United States,NY,Rockland,Mosquito-Culex,WN02,NA
KX547226,2007-07-25,United States,NY,Onondaga,Mosquito-Culex,WN02,NA
KX547227,2011-09-01,United States,NY,Erie,Mosquito-Culex,WN02,NA
KX547228,2002-09-10,United States,NY,Richmond,Bird-other,NY99,NA
KX547229,2006-08-29,United States,NY,Orleans,Bird-other,WN02,NA
KX547230,2002-09-20,United States,NY,Niagara,Mosquito-Culex,WN02,NA
KX547231,2007-08-07,United States,NY,Westchester,Mosquito-Culex,WN02,NA
KX547232,2004-08-30,United States,NY,Richmond,Bird-other,WN02,NA
KX547233,2007-07-19,United States,NY,Richmond,Bird-other,WN02,NA
KX547234,2012-07-03,United States,NY,Westchester,Mosquito-Culex,WN02,NA
KX547235,2015-08-13,United States,NY,Orange,Mosquito-Culex,WN02,NA
KX547236,2011-09-15,United States,NY,Onondaga,Mosquito-Aedes,WN02,NA
KX547237,2004-08-12,United States,NY,Genesee,Bird-crow,WN02,NA
